Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2024,Retail,3.92,5.94,8.85,5.29,38.92,0.5,91.09,13.68,75.18,22.6,6.04,4.17
2021,Transportation,3.0,6.85,9.47,13.84,40.24,0.14,77.01,9.07,93.41,35.07,11.04,7.12
2022,Finance,6.5,5.08,6.01,7.82,75.08,0.37,86.22,6.42,82.77,54.38,8.64,8.78
2021,Healthcare,5.62,5.48,6.12,6.58,84.71,0.7,81.0,6.57,93.09,23.58,11.15,6.44
2024,Telecommunications,4.65,3.69,9.05,11.37,58.02,0.24,71.32,8.86,83.15,43.5,8.95,8.97
2024,Finance,6.77,3.21,9.37,9.9,49.47,0.41,99.15,7.5,90.57,58.87,8.18,2.52
2022,Telecommunications,6.92,4.02,9.72,14.23,65.6,0.08,95.83,11.22,80.48,36.6,8.92,5.07
2022,Transportation,5.81,4.31,7.72,13.91,82.52,0.05,71.2,6.74,71.55,57.98,5.6,5.02
2024,Transportation,5.02,5.95,8.21,10.5,89.79,0.49,80.05,13.78,82.34,47.9,8.91,8.23
2024,Retail,3.4,4.7,8.73,14.67,68.22,0.08,91.52,8.88,71.6,27.75,11.74,2.76
2023,Technology,5.55,3.16,7.55,9.03,67.55,0.49,78.43,8.82,78.47,24.02,9.05,6.51
2023,Telecommunications,3.06,3.78,6.2,12.17,40.04,0.81,94.48,7.58,77.4,38.74,8.37,2.02
2022,Telecommunications,3.63,4.2,9.12,5.65,35.74,0.12,85.17,14.74,90.19,23.34,10.67,9.42
2021,Retail,3.94,3.65,7.77,11.45,42.69,0.17,94.48,12.05,74.65,38.42,5.37,6.79
2023,Healthcare,5.95,3.49,7.77,6.19,85.22,0.27,83.65,8.11,74.21,58.47,5.37,2.51
2021,Technology,6.05,5.77,7.39,11.56,65.31,0.8,89.94,5.23,92.39,47.12,5.73,7.51
2024,Healthcare,5.24,5.35,6.57,8.96,76.25,0.68,89.35,9.06,75.16,52.91,8.45,6.31
2022,Finance,4.42,6.73,6.87,12.68,31.68,0.24,84.63,13.24,72.02,32.42,11.77,3.2
2024,Finance,3.74,6.45,9.78,11.88,74.85,0.01,94.9,13.95,85.25,22.7,5.13,9.54
2023,Telecommunications,3.88,4.76,7.78,12.3,89.1,0.1,96.99,5.32,81.14,56.53,8.95,1.19
2022,Telecommunications,3.33,4.93,8.98,12.91,74.71,0.36,94.68,11.5,91.46,44.85,11.31,1.17
2021,Technology,3.93,6.9,6.78,6.47,58.45,0.04,85.3,9.34,71.82,43.44,10.25,5.03
2022,Transportation,4.92,6.2,5.59,11.14,42.06,0.63,93.64,8.03,83.42,43.2,10.24,8.52
2022,Technology,5.96,6.08,7.69,11.22,38.47,0.76,79.81,6.35,88.07,48.91,8.44,2.81
2022,Technology,4.15,3.08,8.95,10.08,81.07,0.93,97.88,10.28,74.88,48.32,7.16,1.05
2024,Retail,4.88,5.62,9.26,9.39,54.73,0.21,94.53,5.24,87.88,24.76,5.31,1.58
2024,Finance,3.48,6.16,7.86,14.41,43.21,0.02,83.98,13.54,85.52,25.11,8.0,6.48
2023,Healthcare,3.66,5.47,9.25,13.62,78.03,0.56,89.05,13.78,77.98,58.57,6.66,1.29
2022,Healthcare,3.5,3.84,6.98,11.7,57.4,0.42,78.86,8.23,76.68,43.25,5.16,8.65
2023,Healthcare,5.49,5.39,9.6,6.87,54.13,0.08,86.63,12.54,91.49,26.99,9.68,5.76
2022,Telecommunications,3.61,6.59,5.77,5.63,47.94,0.81,82.04,11.61,76.47,25.85,10.89,8.35
2024,Technology,4.09,5.94,9.2,7.3,42.48,0.12,70.17,8.6,92.65,46.64,8.22,7.94
2021,Healthcare,3.73,5.1,6.72,11.01,73.16,0.08,74.39,14.1,70.28,21.22,6.17,7.6
2022,Healthcare,5.48,5.47,6.13,5.59,77.04,0.08,73.69,5.55,77.51,51.24,10.47,8.07
2021,Technology,5.63,6.28,8.99,14.23,87.07,0.19,91.1,8.4,79.33,29.43,5.99,7.18
2023,Technology,6.84,5.59,9.87,9.41,38.73,0.07,98.87,12.62,70.56,37.92,11.7,8.06
2021,Technology,4.55,3.7,6.79,13.46,83.75,0.92,87.47,12.57,81.88,58.13,11.31,9.97
2024,Telecommunications,3.17,6.56,7.9,12.16,36.72,0.0,76.86,7.34,82.2,23.29,5.48,9.33
2022,Healthcare,4.93,5.58,8.97,6.51,46.13,0.76,78.16,10.04,87.77,37.28,10.95,4.22
2023,Telecommunications,3.65,6.6,9.05,10.45,55.19,0.98,80.99,7.04,72.14,23.05,9.5,9.07
2024,Finance,3.88,5.56,7.74,8.47,74.39,0.44,95.28,9.92,83.48,52.7,9.07,8.63
2022,Retail,3.22,4.76,5.82,14.66,85.85,0.22,85.03,6.68,89.53,49.11,8.68,8.73
2022,Transportation,3.92,3.93,8.19,7.91,49.48,0.57,88.68,12.58,88.32,33.64,6.04,9.82
2022,Finance,6.16,5.1,8.59,6.12,53.13,0.74,77.95,13.37,78.78,45.16,7.7,4.28
2022,Finance,6.54,4.16,8.57,11.42,85.94,0.92,79.92,11.31,83.5,59.14,7.18,5.72
2024,Retail,5.87,5.53,6.81,6.34,69.2,0.19,78.44,7.22,90.01,27.36,11.32,7.35
2023,Retail,4.07,5.67,5.84,11.03,61.8,0.4,76.07,12.53,92.3,48.5,5.08,4.38
2024,Retail,5.97,5.12,8.09,6.73,59.14,0.81,98.31,7.66,73.98,47.62,5.73,5.55
2021,Telecommunications,4.18,6.2,7.38,8.19,49.48,0.71,95.42,14.23,80.04,25.6,10.05,7.79
2023,Healthcare,4.0,3.2,6.15,10.93,40.91,0.53,70.34,9.06,76.63,35.3,9.56,7.34
2024,Finance,3.85,5.62,7.17,8.05,33.27,0.95,81.67,12.28,72.58,37.26,9.2,3.57
2023,Retail,6.66,6.61,6.9,8.63,53.49,0.93,82.73,13.44,84.77,28.79,9.77,1.56
2022,Technology,4.87,3.93,10.0,7.07,82.31,0.55,90.79,5.5,91.86,28.39,10.03,9.66
2024,Retail,4.25,5.62,5.56,14.28,44.32,0.51,72.41,10.34,90.72,52.11,10.9,2.43
2022,Finance,4.18,4.02,7.41,6.94,35.24,0.66,75.0,10.8,76.98,31.16,7.94,5.69
2022,Retail,6.26,4.65,9.84,8.08,57.79,0.83,79.23,7.48,72.97,30.34,7.34,1.06
2022,Finance,6.31,5.23,9.59,5.98,78.8,0.33,99.68,5.84,79.81,32.66,5.59,5.98
2021,Transportation,6.3,4.02,5.4,11.93,41.07,0.17,77.3,8.12,74.29,47.85,5.59,2.61
2024,Transportation,3.66,6.29,6.9,5.89,80.7,0.06,73.23,13.57,86.15,23.56,6.44,9.01
2023,Telecommunications,4.08,6.47,9.92,9.38,47.44,0.7,71.42,14.5,75.61,22.9,9.5,3.72
2022,Healthcare,6.62,6.36,6.3,6.54,39.28,0.36,86.27,13.09,89.17,21.73,8.1,7.58
2024,Telecommunications,6.61,5.09,9.5,9.75,53.14,0.91,79.15,9.0,91.57,22.81,8.44,9.72
2024,Telecommunications,3.8,6.35,7.09,6.7,35.92,0.4,70.84,7.75,70.32,22.67,8.3,1.13
2023,Telecommunications,5.79,3.4,5.15,14.53,72.52,0.82,82.54,14.83,71.81,46.18,9.4,1.37
2022,Retail,4.27,4.06,7.29,12.58,85.53,0.96,95.28,12.81,78.42,35.47,6.79,5.09
2024,Telecommunications,4.24,6.65,5.55,7.04,86.49,0.21,83.7,12.99,82.5,21.04,6.14,9.56
2024,Finance,6.7,4.4,9.38,12.16,59.03,0.51,99.17,12.99,84.82,56.15,7.25,8.98
2021,Transportation,6.92,6.88,8.53,12.39,36.93,0.61,86.65,7.01,88.0,27.26,6.66,2.95
2023,Retail,6.24,4.78,9.57,12.39,69.77,0.86,91.96,12.6,93.4,26.59,5.33,1.23
2023,Retail,5.82,6.69,5.91,6.04,33.89,0.38,94.44,13.71,88.07,54.28,9.9,1.06
2023,Transportation,3.37,3.97,5.45,10.07,72.22,0.41,74.28,12.91,78.06,53.94,7.85,8.84
2023,Transportation,3.48,5.7,6.93,13.84,87.43,0.45,96.48,6.41,80.3,41.95,9.57,7.77
2023,Technology,4.31,6.14,9.17,13.01,46.39,0.92,90.85,5.46,77.16,37.21,11.14,8.43
2022,Telecommunications,5.15,4.97,6.82,8.6,39.4,0.51,97.92,13.14,92.58,27.42,7.95,9.09
2024,Retail,6.56,5.94,9.79,11.55,85.02,0.42,75.78,8.17,70.88,30.94,10.76,4.48
2024,Technology,5.38,6.99,6.65,14.19,60.02,0.1,74.47,8.6,84.8,57.63,5.45,3.88
2022,Transportation,3.85,3.99,8.21,5.5,61.43,0.53,82.24,8.15,88.15,42.58,9.1,6.5
2021,Telecommunications,6.91,6.62,5.87,11.24,59.72,0.66,93.17,12.43,71.8,36.19,8.71,8.8
2023,Telecommunications,6.41,3.23,7.21,10.15,45.84,0.82,76.36,5.92,83.21,51.61,11.34,6.8
2021,Technology,4.89,5.72,7.97,14.42,75.21,0.02,75.62,11.26,70.58,38.61,10.39,4.4
2024,Transportation,3.11,5.6,6.27,9.98,43.57,0.37,72.26,8.08,74.68,43.37,10.91,8.8
2023,Retail,5.63,3.33,9.18,5.29,70.81,0.49,88.19,14.63,79.73,49.48,9.33,6.67
2022,Finance,4.87,4.06,7.91,9.0,68.89,0.2,93.62,8.62,84.87,43.51,11.19,5.49
2021,Retail,6.66,4.7,6.69,9.24,56.74,0.6,93.53,6.76,70.43,23.28,9.04,4.15
2022,Finance,4.83,6.57,8.41,7.01,53.84,0.29,89.1,8.87,76.27,56.05,5.9,6.3
2022,Finance,5.05,3.69,8.32,7.86,62.96,0.9,91.63,6.63,82.25,31.4,7.05,7.37
2022,Finance,4.71,5.02,6.24,14.49,54.39,0.45,95.9,6.41,75.92,22.5,6.49,6.41
2021,Technology,5.83,5.19,8.15,13.42,60.29,0.93,71.86,11.77,87.8,29.19,5.35,4.0
2024,Telecommunications,4.4,3.31,5.75,8.27,74.35,0.1,82.82,5.13,86.82,47.06,11.72,4.13
2024,Retail,6.62,4.79,6.2,5.08,70.97,0.13,73.7,11.18,78.52,30.26,6.9,2.75
2022,Technology,4.93,3.68,5.12,10.64,71.19,0.97,70.62,11.82,82.8,54.82,10.94,7.5
2023,Telecommunications,4.35,4.93,7.43,9.24,62.19,0.12,88.76,8.38,82.59,27.83,5.14,2.77
2022,Retail,4.35,3.76,7.23,12.94,47.31,0.94,97.38,11.87,88.29,51.18,5.68,1.87
2021,Retail,6.0,6.57,5.76,10.3,88.26,0.94,98.29,9.09,71.98,43.59,7.28,4.97
2024,Transportation,6.62,5.41,7.47,10.31,70.23,0.74,97.53,8.18,72.85,39.24,10.73,8.33
2023,Retail,6.83,3.97,9.94,6.96,50.16,0.71,76.1,9.61,79.98,45.0,5.28,4.08
2023,Technology,3.5,5.82,6.0,8.54,48.84,0.87,93.19,14.0,80.53,27.53,7.16,3.23
2021,Healthcare,5.95,3.88,5.89,9.65,58.31,0.32,76.24,7.77,71.15,43.21,11.25,7.23
2021,Finance,5.1,3.21,9.97,5.64,37.0,0.45,89.25,10.9,79.26,24.96,7.19,5.16
2024,Transportation,3.39,4.12,7.71,7.7,46.01,0.52,76.53,10.98,86.71,40.48,6.13,9.77
2024,Healthcare,6.58,3.63,8.48,12.27,82.72,0.27,85.95,7.38,77.22,32.38,7.86,4.34
2022,Finance,6.63,6.42,6.78,9.79,34.28,0.79,84.48,7.31,72.29,32.44,11.98,9.72
2022,Transportation,6.8,6.37,9.9,13.86,51.25,0.86,77.93,13.78,85.21,41.98,9.82,7.95
2021,Telecommunications,5.95,5.08,5.31,10.03,51.2,0.77,98.22,5.21,87.79,27.84,5.67,2.54
2021,Retail,4.17,5.2,7.69,11.0,80.56,0.82,96.5,10.06,81.33,36.62,6.57,8.36
2022,Technology,3.42,6.75,5.67,5.07,57.67,0.13,79.36,10.11,81.69,36.6,7.04,2.63
2023,Transportation,6.81,3.94,5.6,12.9,83.3,0.19,97.89,12.94,94.72,55.27,8.99,3.82
2023,Transportation,5.09,6.96,6.77,7.36,50.97,0.46,89.18,5.79,84.01,27.32,6.56,7.26
2024,Transportation,5.0,5.91,6.98,11.06,63.83,0.21,93.35,12.82,91.02,25.55,11.34,9.2
2022,Retail,3.8,5.77,6.1,14.44,60.8,0.51,73.33,9.15,70.45,48.48,7.69,1.84
2022,Telecommunications,5.91,3.76,9.17,14.02,77.34,0.04,76.68,12.86,89.69,25.87,10.42,5.96
2021,Retail,4.67,6.41,9.98,12.02,79.66,0.29,89.12,11.3,80.42,45.8,5.02,6.78
2023,Transportation,5.09,5.34,6.97,6.42,76.74,0.36,72.77,14.93,74.4,52.32,6.41,3.01
2024,Finance,6.34,6.04,5.46,9.91,50.13,0.24,91.89,12.56,83.91,38.15,11.43,7.2
2022,Technology,6.14,4.39,5.56,9.85,76.02,0.21,87.35,9.64,91.78,26.14,10.9,3.48
2023,Telecommunications,4.63,3.43,6.62,9.74,70.47,0.53,87.54,6.97,89.71,56.78,11.55,6.75
2022,Transportation,5.88,5.7,8.95,8.58,59.06,0.37,79.99,13.69,77.46,43.58,11.1,2.14
2024,Retail,4.01,6.86,7.12,10.51,56.37,0.1,97.34,6.74,81.43,43.25,11.94,2.3
2024,Healthcare,6.23,3.59,8.94,10.87,41.9,0.84,85.48,10.26,85.03,58.27,7.78,8.79
2023,Retail,6.35,5.54,6.66,11.63,88.68,0.97,88.77,10.08,85.95,23.32,7.67,5.55
2024,Telecommunications,4.2,6.46,5.47,8.47,82.65,0.01,91.13,5.73,78.12,41.84,5.41,9.4
2021,Telecommunications,5.71,3.18,5.53,10.23,40.51,0.05,76.17,5.63,71.01,23.2,9.54,7.88
2023,Healthcare,4.34,3.44,5.1,11.58,40.5,0.63,86.18,7.95,90.96,55.01,6.67,7.87
2022,Finance,5.27,4.19,6.77,14.19,42.45,0.44,73.06,10.93,70.26,22.52,7.45,5.33
2024,Technology,4.32,6.05,5.0,13.79,46.83,0.1,82.69,13.27,83.57,59.55,9.35,2.83
2022,Retail,4.9,3.55,6.42,9.97,71.56,0.93,74.73,13.44,72.91,47.36,5.58,2.16
2023,Finance,6.75,6.85,6.16,13.23,62.07,0.04,77.59,8.58,88.77,23.59,6.99,4.43
2024,Technology,5.07,5.92,6.27,6.29,56.1,0.52,82.38,9.06,86.57,32.9,9.79,4.05
2022,Finance,6.9,6.0,7.31,11.66,78.84,0.1,79.21,13.26,90.03,49.78,11.76,2.68
2024,Transportation,4.78,6.3,9.64,13.78,65.24,0.94,97.08,13.41,94.86,46.7,11.55,5.48
2024,Finance,3.16,6.72,8.46,8.37,60.63,0.83,81.52,13.79,86.71,29.12,9.51,2.01
2023,Finance,3.23,3.29,8.13,7.26,51.87,0.8,93.94,9.72,82.33,39.22,5.99,5.09
2024,Finance,6.68,5.06,6.81,10.12,77.12,0.09,98.84,12.13,76.36,41.93,8.84,8.0
2022,Healthcare,6.56,5.5,9.48,14.66,78.89,0.47,75.03,14.27,90.85,39.19,5.15,9.13
2024,Healthcare,4.74,3.2,6.77,7.69,44.59,0.35,70.28,12.11,93.11,55.18,10.09,7.43
2021,Telecommunications,5.32,4.47,7.8,10.64,65.28,0.59,86.04,7.22,84.72,56.3,6.46,9.84
2022,Transportation,4.97,4.12,8.91,11.25,63.32,0.81,95.89,6.72,79.29,53.48,7.66,3.33
2024,Healthcare,3.43,3.83,5.81,10.94,31.91,0.34,99.1,12.64,85.03,49.92,5.97,7.9
2024,Transportation,3.2,4.03,5.84,9.68,54.57,0.59,74.62,7.51,73.27,43.32,6.07,3.8
2022,Technology,4.74,5.34,7.41,10.92,88.61,0.91,98.89,5.77,74.89,36.04,5.46,3.22
2021,Telecommunications,6.6,5.44,7.26,10.39,61.07,0.7,87.79,11.19,76.88,25.5,10.72,2.34
2021,Healthcare,6.38,3.94,5.22,13.45,42.42,0.75,76.94,14.83,76.34,47.27,11.43,3.5
2021,Transportation,3.01,4.9,6.21,12.58,49.26,0.34,85.27,12.67,85.62,32.71,5.53,5.07
2022,Telecommunications,6.22,6.1,8.18,6.94,60.0,0.55,94.89,6.59,79.27,47.82,9.09,2.61
2023,Transportation,4.07,5.28,7.73,12.19,83.04,0.53,95.7,13.05,81.23,25.21,6.14,9.7
2024,Technology,3.62,4.98,7.8,11.49,52.75,0.67,77.58,7.94,72.13,55.01,9.21,6.44
2022,Healthcare,4.9,6.02,6.55,14.27,36.74,0.04,97.78,5.04,80.71,21.23,9.78,2.03
2024,Healthcare,3.8,5.16,7.63,9.5,31.28,0.58,84.14,8.83,78.32,38.35,9.78,9.33
2021,Retail,5.91,5.37,9.48,14.52,31.56,0.52,82.05,8.62,87.17,45.7,11.58,5.41
2023,Finance,5.15,4.73,6.65,11.29,53.86,0.14,75.21,9.47,93.53,35.48,7.37,1.61
2021,Finance,5.9,6.67,5.81,12.27,75.27,0.77,91.88,5.14,88.81,34.87,10.91,3.38
2022,Retail,3.38,6.13,8.23,10.06,31.99,0.53,93.9,6.61,90.45,33.87,10.3,4.92
2021,Finance,6.97,5.43,7.83,5.48,60.5,0.96,85.6,7.96,80.0,55.87,9.74,5.26
2024,Retail,3.32,3.87,8.01,14.1,55.66,0.81,97.63,8.45,73.94,33.26,6.67,6.9
2022,Retail,3.74,4.33,7.06,12.55,89.66,0.88,73.07,10.57,81.22,45.96,7.04,1.18
2023,Transportation,4.72,5.66,8.42,7.31,47.74,0.65,85.97,12.01,78.58,27.31,10.0,9.42
2023,Telecommunications,6.62,5.7,7.86,11.6,85.99,0.98,92.43,11.31,85.37,58.43,11.78,7.27
2021,Telecommunications,4.9,4.13,5.97,6.76,70.82,0.85,89.5,8.23,74.45,33.69,8.27,7.71
2024,Telecommunications,4.27,4.12,6.06,12.84,41.41,0.63,99.31,6.22,90.23,50.65,11.96,4.79
2024,Retail,5.78,4.27,9.9,10.56,50.87,0.42,90.32,12.38,77.48,49.42,11.58,2.52
2024,Technology,4.07,3.3,7.55,13.69,43.56,0.56,97.33,9.63,83.07,38.23,5.64,1.59
2023,Finance,6.23,3.07,9.53,10.33,86.4,0.97,88.33,13.3,84.74,47.62,7.53,5.66
2023,Retail,3.15,3.28,5.44,6.81,63.78,0.78,85.56,10.39,90.51,45.16,7.04,3.99
2022,Retail,5.52,6.6,6.98,6.62,66.05,0.34,74.72,7.17,85.09,31.74,10.46,3.68
2023,Healthcare,6.15,5.06,6.91,7.09,56.33,0.51,97.22,9.45,90.05,49.18,10.56,3.15
2024,Retail,6.7,4.91,7.08,12.29,76.25,0.85,87.77,12.7,92.58,25.87,5.59,3.65
2024,Healthcare,5.15,4.72,5.42,8.87,45.95,0.89,88.83,7.4,82.8,47.2,6.5,4.68
2022,Transportation,4.95,6.0,6.59,7.28,55.59,0.79,79.9,11.83,92.81,38.17,11.61,1.4
2024,Transportation,4.17,6.33,6.6,5.1,48.69,0.54,94.98,7.45,74.52,58.31,6.6,8.34
2021,Telecommunications,3.23,6.95,9.07,11.38,57.97,0.67,81.23,8.13,87.74,35.1,9.39,7.15
2021,Finance,4.34,3.4,7.46,12.89,58.97,0.41,83.97,6.13,73.01,34.61,9.29,1.58
2024,Healthcare,5.07,3.22,7.49,7.98,42.75,0.92,74.99,10.04,80.94,27.3,10.19,5.34
2023,Transportation,5.11,3.44,6.69,11.93,35.26,0.2,95.41,14.02,94.1,28.19,7.66,1.37
2024,Technology,5.17,6.24,5.5,10.11,72.31,0.11,85.32,7.02,78.22,37.53,11.1,4.81
2024,Technology,5.35,4.96,6.04,7.87,77.83,0.27,78.88,6.48,83.33,33.25,8.04,1.51
2024,Retail,5.1,5.14,7.64,14.3,88.27,0.76,77.62,7.36,88.55,45.6,5.68,3.42
2021,Technology,5.01,3.72,6.27,7.82,79.28,0.75,82.94,12.02,72.97,35.64,8.51,2.62
2022,Transportation,6.58,6.24,8.68,5.09,73.34,0.94,84.98,5.7,80.04,57.26,9.99,3.67
2022,Transportation,3.71,5.52,6.92,14.66,48.95,0.21,99.55,13.4,94.42,20.55,5.95,6.47
2022,Technology,4.73,5.13,9.99,6.0,74.2,0.86,94.5,5.86,76.9,40.44,9.93,2.0
2022,Healthcare,6.23,6.42,8.88,12.4,54.96,0.7,75.5,6.89,82.19,43.97,7.12,6.49
2021,Finance,3.2,5.37,5.14,5.49,85.73,0.72,94.6,9.96,91.25,27.43,6.56,9.39
2021,Retail,6.97,5.96,7.04,11.47,34.54,0.85,76.9,8.2,82.65,22.7,11.1,2.12
2024,Retail,5.91,6.56,6.48,11.58,70.45,0.98,96.0,8.09,86.1,56.44,5.79,8.91
2022,Transportation,6.84,6.44,5.97,9.96,74.7,0.67,93.17,10.8,73.66,41.53,7.61,2.28
2022,Retail,3.11,5.13,5.11,6.14,84.54,0.08,88.01,5.24,87.28,39.31,6.74,9.18
2024,Telecommunications,5.96,4.94,7.23,9.03,72.02,0.37,92.02,11.94,92.05,45.07,11.06,4.51
2023,Finance,4.17,5.74,5.34,9.91,60.95,0.09,87.06,9.71,89.81,40.96,5.11,1.52
2022,Technology,5.92,6.1,5.85,14.81,59.54,0.21,81.12,6.07,84.08,53.09,9.2,4.63
2024,Finance,4.45,4.24,7.43,14.61,83.54,0.25,76.13,11.48,84.04,27.67,7.69,1.53
2024,Telecommunications,3.56,4.37,9.4,13.54,48.21,0.79,72.87,5.29,85.63,56.43,7.36,6.47
2021,Healthcare,4.22,3.98,9.62,8.5,70.2,0.43,89.99,12.55,83.12,50.28,10.36,1.44
2023,Telecommunications,5.14,3.35,5.84,14.32,74.83,0.95,92.94,10.82,77.46,59.24,11.42,2.74
2022,Finance,6.08,5.17,5.4,12.22,32.85,0.23,82.61,14.79,93.87,54.0,7.71,6.07
2023,Healthcare,6.44,5.79,7.79,6.2,67.5,0.81,90.02,7.59,90.5,31.59,10.66,8.44
2021,Finance,4.26,5.27,6.78,13.42,85.87,0.54,82.72,9.39,83.5,45.96,11.97,1.75
2021,Retail,5.28,6.41,7.87,13.56,36.54,0.15,91.99,7.75,72.88,52.61,8.9,2.67
2024,Finance,3.49,3.51,5.87,10.3,81.23,0.43,87.25,6.78,89.61,45.09,8.42,3.04
2023,Telecommunications,5.0,5.2,8.01,14.65,37.4,0.3,88.03,6.53,82.09,29.05,7.13,6.4
2022,Healthcare,4.3,3.22,5.71,13.0,41.67,0.68,74.95,5.75,93.56,24.88,7.92,9.21
2021,Retail,4.21,4.09,8.09,11.17,43.83,0.91,92.71,8.46,80.94,20.83,5.26,6.23
2023,Retail,3.79,3.99,7.04,9.92,60.43,0.5,90.83,12.47,81.27,39.76,9.7,3.12
2021,Retail,5.22,5.02,6.31,14.44,62.61,0.08,92.44,7.93,76.59,42.03,5.78,8.98
2022,Retail,3.07,4.95,6.43,14.42,36.92,0.57,87.9,13.53,82.31,45.85,9.12,1.6
2024,Telecommunications,6.04,4.65,6.68,7.93,78.61,0.64,98.38,7.73,74.63,38.18,7.84,5.86
2021,Retail,3.88,5.98,8.11,13.9,38.72,0.23,76.78,9.95,94.3,39.94,7.33,1.08
2022,Finance,6.34,6.98,8.7,12.69,81.06,0.12,76.82,7.63,79.62,45.5,9.75,4.44
2022,Technology,3.95,4.41,5.84,11.82,53.88,0.42,74.84,13.53,82.6,56.91,7.01,9.04
2021,Healthcare,3.01,6.91,8.22,7.16,30.49,0.69,90.02,5.27,74.22,51.44,10.17,2.53
2023,Transportation,6.74,5.05,5.92,10.9,43.27,0.32,72.26,11.87,70.82,41.17,8.94,3.23
2023,Healthcare,6.41,3.29,6.63,8.34,58.95,0.48,70.44,10.91,93.16,28.6,7.42,4.25
2022,Telecommunications,4.13,5.9,9.51,13.18,51.06,0.72,72.2,7.29,87.37,50.97,11.88,8.18
2023,Healthcare,4.91,5.78,9.02,8.51,58.57,0.49,74.81,10.58,85.59,37.58,5.06,6.75
2024,Finance,3.36,3.72,6.01,10.76,30.19,0.05,89.43,8.77,81.58,53.13,11.83,9.99
2022,Transportation,5.28,3.07,7.48,8.01,45.3,0.63,84.48,14.18,75.11,21.97,11.91,2.31
2021,Transportation,6.3,5.47,5.13,10.99,61.32,0.08,87.86,10.26,80.73,52.83,9.08,3.46
2022,Retail,5.36,5.94,5.4,5.65,81.34,0.27,84.45,11.94,73.74,28.2,5.24,8.2
2023,Technology,5.94,4.97,8.95,11.17,84.44,0.23,71.66,8.28,82.56,31.34,9.8,4.21
2021,Healthcare,6.33,3.03,5.6,10.83,88.02,0.36,79.91,9.98,72.33,53.74,8.98,2.9
2023,Transportation,5.95,4.83,9.45,11.2,74.08,0.04,72.28,7.26,80.01,32.41,8.93,1.69
2023,Technology,4.36,4.4,9.82,8.76,30.26,0.72,98.55,5.34,79.71,26.21,5.54,3.1
2024,Finance,5.08,4.17,9.55,12.53,30.21,0.1,92.29,11.0,74.84,55.32,10.77,5.07
2024,Retail,3.33,4.79,5.12,7.38,56.78,0.31,83.98,13.59,87.95,35.96,11.11,7.93
2021,Finance,6.32,6.52,8.78,14.83,57.77,0.16,73.03,13.2,72.72,33.51,9.58,8.93
2021,Retail,6.05,4.04,5.84,13.41,64.18,0.99,73.05,12.16,76.69,25.71,9.69,9.09
2021,Technology,5.7,6.25,7.58,5.91,78.37,0.88,77.43,9.79,91.75,21.02,11.76,9.05
2021,Finance,5.23,5.1,6.16,14.78,52.8,0.6,83.54,12.44,86.21,47.98,7.54,5.74
2023,Transportation,6.08,3.17,9.86,6.48,53.47,0.32,95.74,8.83,74.78,54.11,7.12,8.87
2022,Telecommunications,4.49,3.86,5.09,14.72,64.23,0.99,72.05,6.38,82.87,28.71,8.32,6.19
2022,Technology,4.69,4.64,7.4,10.24,83.79,0.13,83.19,9.29,75.77,41.68,6.77,9.75
2022,Technology,3.66,6.02,6.55,11.35,65.8,0.2,87.69,11.73,80.56,38.12,8.57,2.55
2022,Healthcare,6.38,3.4,8.16,9.09,65.25,0.09,85.16,9.13,76.11,24.46,11.55,3.38
2023,Retail,3.37,6.19,5.05,6.13,70.03,0.2,99.69,7.91,71.31,55.25,6.59,5.13
2022,Finance,6.06,4.7,6.42,8.02,39.46,0.16,88.74,13.02,75.29,46.92,5.66,7.47
2023,Telecommunications,3.21,3.85,5.6,11.69,53.66,0.09,95.51,8.19,70.05,50.71,5.29,7.12
2023,Retail,6.6,6.84,6.16,13.04,40.51,0.06,71.86,5.15,86.77,25.18,10.24,8.39
2022,Finance,5.88,4.22,7.47,13.76,84.34,0.67,87.12,11.8,74.61,34.59,5.74,9.34
2021,Transportation,6.85,6.89,9.04,12.89,32.6,0.73,99.73,14.12,75.05,28.44,10.92,5.74
2024,Finance,6.92,3.9,9.97,14.66,51.53,0.87,97.81,8.08,75.87,41.93,5.39,4.14
2021,Telecommunications,3.39,6.48,7.74,15.0,71.96,0.38,96.54,7.97,71.18,29.48,5.04,6.21
2022,Finance,5.08,3.51,6.78,8.72,61.53,0.42,86.86,11.87,73.94,33.35,8.4,8.79
2023,Finance,4.46,6.14,8.7,8.95,39.47,0.95,77.1,8.69,79.21,32.9,11.36,5.54
2021,Retail,3.99,4.6,8.2,12.82,81.03,0.26,80.06,6.04,89.44,45.37,9.62,5.03
2021,Transportation,6.34,6.68,5.45,14.62,62.51,0.13,98.32,7.6,94.8,58.56,8.44,1.36
2024,Telecommunications,4.32,4.97,5.18,14.13,50.73,0.32,87.1,11.0,76.75,58.68,10.53,4.87
2024,Finance,6.75,3.56,8.95,7.41,49.47,0.19,95.42,5.25,71.93,27.61,11.11,6.69
2022,Transportation,6.18,6.25,5.5,14.02,43.84,0.92,94.64,10.32,94.61,34.17,7.34,9.99
